3389524 76 67 2624968 37 52
3581993 80 71 2816974 39 56
3420802 70 68 2655044 34 53
3543901 84 70 2777452 41 55
3459222 76 69 2694362 37 53
3456238 78 69 2690868 38 53
3441779 80 68 2677025 39 53
3681458 80 73 2915641 39 58
3594100 80 71 2827949 39 56
3495685 74 69 2730046 36 54
3459943 88 69 2697311 43 53
3640595 78 72 2872934 38 57
3445871 72 68 2681056 35 53
3682353 78 73 2916753 38 58
3324737 78 66 2559865 38 51
3646752 96 72 2883129 47 57
3412080 74 68 2645328 36 52
3519669 84 70 2754194 41 55
3506323 82 70 2743162 40 54
3476857 76 69 2712872 37 54
