1404082 77 70 719658 17 35
1404796 74 70 721190 17 36
1408822 79 70 722960 17 36
1407661 77 70 719545 17 35
1404143 74 70 720087 17 36
1408594 82 70 720102 17 36
1402292 80 70 719232 17 35
1406447 74 70 718174 17 35
1404536 77 70 719713 18 35
1410842 76 70 724056 17 36
1410434 77 70 721276 17 36
1407491 77 70 721759 18 36
1410174 76 70 724045 18 36
1408161 80 70 723510 18 36
1405375 74 70 718937 17 35
1406418 82 70 720481 18 36
1403948 74 70 717489 17 35
1405952 77 70 720648 18 36
1407603 77 70 721723 17 36
1409388 77 70 724145 18 36
