2166795 79 72 1133596 18 37
2164015 79 72 1135187 18 37
2157264 77 71 1132741 18 37
2158726 80 71 1132232 18 37
2160327 77 72 1135448 18 37
2164684 80 72 1136907 18 37
2159650 82 71 1131699 18 37
2159827 79 71 1132701 18 37
2164299 81 72 1135495 18 37
2162737 79 72 1136266 18 37
2168883 76 72 1141261 18 38
2156404 82 71 1132698 18 37
2160947 79 72 1135338 18 37
2164286 82 72 1138100 18 37
2168281 85 72 1139027 18 37
2170745 81 72 1133431 18 37
2161731 77 72 1135127 18 37
2164802 85 72 1136836 18 37
2160014 82 72 1135311 18 37
2163809 79 72 1136376 18 37
