671258 75 67 330258 16 33
673005 72 67 329973 16 32
671790 74 67 329911 16 32
667938 72 66 328125 16 32
672976 78 67 330815 16 33
672261 73 67 329066 16 32
674233 74 67 330476 16 33
672758 72 67 330846 16 33
671928 75 67 330156 16 33
674789 80 67 330258 16 33
676260 78 67 331181 16 33
674159 78 67 331378 16 33
672227 77 67 330106 16 33
673513 75 67 329418 16 32
671632 75 67 330404 16 33
672487 78 67 330362 16 33
672858 78 67 331912 16 33
673417 75 67 329207 16 32
672324 70 67 331076 16 33
671996 75 67 330253 16 33
