5719280 561 285 1007646 39 50
5717269 536 285 1003667 37 50
5709360 598 285 993573 41 49
5719231 557 285 986706 38 49
5682050 569 284 956037 38 47
5721100 624 286 1004952 42 50
5731507 557 286 1024524 37 51
5722400 573 286 1018879 39 50
5690832 569 284 958500 40 47
5688764 583 284 955853 39 47
5713164 568 285 989970 38 49
5704754 565 285 966509 38 48
5732629 531 286 1033426 37 51
5703366 547 285 976241 38 48
5691935 556 284 950402 38 47
5709248 548 285 984490 38 49
5701236 550 285 958717 37 47
5685839 563 284 960622 38 48
5694107 564 284 953540 38 47
5712181 617 285 996756 44 49
