2716380 78 67 2103348 38 52
2660509 68 66 2048776 33 51
2687190 76 67 2073649 37 51
2723938 80 68 2109948 39 52
3000232 82 75 2386440 40 59
2781222 76 69 2168159 37 54
2779001 76 69 2167058 37 54
2697084 74 67 2084933 36 52
2709976 78 67 2098180 38 52
2663608 74 66 2050635 36 51
2718577 74 67 2108547 36 52
2650739 70 66 2038123 34 50
2711102 76 67 2100434 37 52
2801690 82 70 2188885 40 54
2700216 72 67 2087911 35 52
2774682 82 69 2161941 40 54
2786260 84 69 2172918 41 54
2711160 74 67 2100252 36 52
2779777 82 69 2166105 40 54
2619257 72 65 2008624 35 50
