19316013 614 321 3463145 41 57
19349940 614 322 3522358 42 58
19220823 636 320 3269881 44 54
19231474 659 320 3290883 45 54
19204949 644 320 3223307 44 53
19234186 630 320 3298880 44 54
19354750 631 322 3522698 44 58
19256042 623 320 3335212 43 55
19276498 657 321 3383813 45 56
19274985 696 321 3378749 48 56
19251536 637 320 3307779 44 55
19276340 630 321 3395978 43 56
19273985 627 321 3375620 43 56
19295758 646 321 3407401 44 56
19242927 608 320 3303123 42 55
19257913 618 320 3337389 44 55
19279786 660 321 3373162 45 56
19312259 615 321 3458010 43 57
19278202 673 321 3374037 47 56
19317826 672 321 3459083 46 57
