22840459 627 326 3992897 44 57
22788433 633 325 3916353 44 55
22782383 620 325 3893976 43 55
22902947 616 327 4124553 43 58
22840964 610 326 4004137 42 57
22792106 655 325 3900089 45 55
22860725 658 326 4060318 45 58
22780317 650 325 3926676 45 56
22856193 637 326 4027717 43 57
22898384 709 327 4131182 47 59
22890105 657 327 4115789 44 58
22818973 655 325 3945379 45 56
22860816 661 326 4053973 46 57
22811913 669 325 3928576 46 56
22753164 625 325 3862073 43 55
22767459 675 325 3855685 46 55
22830319 747 326 3997812 52 57
22847374 615 326 4004862 43 57
22812994 633 325 3951978 44 56
22868691 660 326 4081799 45 58
