1289543 72 64 984855 35 49
1369644 76 68 1063906 37 53
1279642 68 63 974807 33 48
1277399 74 63 970592 36 48
1315077 68 65 1007000 33 50
1345412 68 67 1039783 33 51
1374695 74 68 1068904 36 53
1260268 68 63 955646 33 47
1297373 70 64 990486 34 49
1257992 66 62 951682 32 47
1251790 74 62 946210 36 47
1274032 68 63 965498 33 48
1252271 68 62 946607 33 47
1302146 68 65 995385 33 49
1253872 74 62 947429 36 47
1312549 78 65 1004745 38 50
1386512 76 69 1078933 37 53
1310150 74 65 1004531 36 50
1265966 68 63 960566 33 48
1278690 68 63 973631 33 48
