2142547 82 71 1683669 40 56
1985723 70 66 1527735 34 50
1916914 74 63 1457463 36 48
2075143 74 69 1614063 36 53
1986699 74 66 1527586 36 50
2008246 72 66 1551415 35 51
1918964 76 63 1461791 37 48
1967506 68 65 1508736 33 50
2065426 76 68 1608020 37 53
2012791 72 67 1553104 35 51
1975126 76 65 1517063 37 50
1986888 72 66 1527534 35 50
2049382 80 68 1590320 39 53
1944477 72 64 1485339 35 49
1967781 70 65 1509726 34 50
2042065 72 68 1583945 35 52
2038589 74 67 1579784 36 52
2048958 72 68 1590271 35 53
2065128 74 68 1606453 36 53
1930529 72 64 1472303 35 49
