6600589 92 73 5222998 45 58
6871966 86 76 5494346 42 61
6490844 80 72 5115150 39 56
6755069 84 75 5377766 41 59
6351897 84 70 4974506 41 55
6445782 82 71 5069955 40 56
6813096 84 75 5434975 41 60
6683491 86 74 5304822 42 58
6388956 86 70 5013046 42 55
6621971 82 73 5244392 40 58
6477552 88 71 5097418 43 56
6515446 80 72 5135663 39 57
6841884 86 76 5461557 42 60
6605978 86 73 5227617 42 58
6721987 82 74 5345348 40 59
6373711 78 70 4996693 38 55
6361129 78 70 4980767 38 55
7029930 94 78 5649992 46 62
6383491 80 70 5005040 39 55
6556012 96 72 5175254 47 57
