10127;4478
9127;4659
10048;4925
10348;5320
9445;4791
9277;4851
9379;4669
8562;4457
9274;4801
9526;4707
9492;4305
9034;4472
9208;4965
11015;4623
8792;4587
10399;4773
9128;4573
9558;4648
9153;5018
8633;4701
9402;4679
8548;4496
8682;4382
9306;4686
9241;4766
9847;5125
10329;4924
9187;5008
8905;4803
9513;4569
8985;4572
9159;4119
10213;5151
10994;5041
9910;5288
8491;4541
8933;5023
9140;4509
8468;4207
8282;4265
9510;5024
9267;4662
9306;4658
8528;4364
9002;4731
9024;4481
9352;5057
10438;5379
8987;4302
8972;4935
8695;4500
9317;4328
9203;5093
9011;4335
9739;4567
10053;5051
8813;4058
9240;5043
9044;4723
9123;4585
9017;4618
9004;4419
9804;5256
9142;4134
8760;4768
9585;4846
8724;4335
9040;4714
9020;4757
8840;4829
9283;4445
9513;4273
8770;4069
9302;5115
9431;4409
8497;4303
9384;4953
9135;4662
8778;4626
9129;4871
8958;4174
9137;4543
8999;4292
8874;4667
8573;4329
10841;4147
9327;4497
9404;5293
8161;4491
9202;4344
9064;4682
9055;4070
8549;4595
10244;4262
9443;4141
9085;4185
9084;4876
8847;4489
8953;4376
9964;4548
