11743;8084
10418;6485
12334;7044
11563;7735
12053;6282
11544;6287
11563;7384
12894;7666
11027;6538
10907;7180
11126;7151
10956;6125
10859;6942
10308;6134
10744;6775
10808;6537
10569;6570
11479;7747
10086;6020
11351;6949
10797;6755
10680;6536
10593;6570
11994;7148
10635;6279
10621;5957
10461;6207
10499;6292
10247;6630
11111;7218
11099;5859
10010;5923
10174;6447
11583;6504
10779;5828
10545;6681
11110;7194
10330;6499
11010;6337
10759;5603
10180;6453
10893;6243
10747;6997
11456;6696
11224;6751
11806;7089
10656;6695
10422;6350
12950;7999
11180;6966
11277;6504
11743;5986
10898;6350
10455;6909
10901;6520
10513;5849
10233;6390
12428;7478
11674;7780
10860;6663
10018;6511
10813;7322
10092;5746
9965;6203
10602;6991
11135;6839
12148;7595
11703;7779
10772;6068
10920;6379
11011;6654
11912;6621
11043;7619
12013;6992
10268;6518
10372;6394
10531;6574
10943;6230
10997;6657
10344;5819
10759;6238
11334;7190
11078;6221
10903;5352
11185;7551
11013;5913
10965;6613
11757;6516
12344;7653
10564;6929
11640;8098
10781;6647
10587;5936
12062;7620
11216;6526
11141;7372
10870;6625
10151;6199
10569;6703
10382;6723
