3906;5902
3938;5946
3949;5962
3921;5928
3946;5955
3923;5917
3920;5913
3915;5917
3915;5919
3898;5886
3947;5950
3939;5939
3943;5952
3910;5900
3918;5922
3915;5912
3951;5958
3934;5941
3923;5928
3946;5954
3897;5893
3927;5932
3941;5956
3960;5976
3912;5913
3904;5905
3966;5984
3912;5903
3932;5941
3888;5881
3903;5893
3948;5958
3926;5936
3939;5954
3917;5919
3937;5943
3950;5968
3907;5910
3943;5947
3901;5890
3930;5944
3895;5881
3919;5923
3921;5926
3914;5913
3923;5929
3935;5934
3888;5879
3962;5974
3911;5904
3912;5909
3944;5955
3919;5918
3909;5911
3950;5958
3963;5977
3952;5971
3899;5899
3899;5902
3938;5947
3949;5964
3921;5919
3899;5895
3924;5931
3919;5914
3930;5931
3934;5943
3906;5903
3924;5929
3922;5923
3936;5946
3946;5952
3957;5972
3952;5969
3906;5903
3955;5972
3934;5936
3942;5949
3943;5949
3918;5913
3934;5943
3950;5969
3916;5915
3923;5928
3935;5934
3902;5898
3955;5971
3894;5881
3957;5979
3917;5914
3922;5925
3941;5947
3921;5919
3944;5958
3904;5897
3932;5933
3934;5944
3926;5934
3915;5913
3915;5910
