9752;5626
9987;6762
10042;6694
9521;6226
9747;6487
9961;5248
10275;7130
11283;6329
9740;5522
9300;5385
9447;6003
9906;6101
9187;5465
9595;5483
10114;7153
8906;5671
9608;5618
10751;6451
9436;6414
9336;5713
9549;5205
10477;5269
9260;5819
9433;5244
10034;5180
10465;5941
10373;6274
10170;6542
9900;5685
9300;5810
10206;5350
10615;7186
12305;7140
9542;6011
10096;6587
10866;6244
9446;5165
9654;5978
9666;5548
10317;6554
10126;5719
9237;5675
9310;5864
10180;5957
9936;5805
9421;5362
10543;6567
8935;5848
12034;6974
9400;6046
9754;6650
9602;6118
9120;5569
11165;6237
9163;5339
10116;6516
10085;6293
10585;6212
9911;6295
9348;5673
9836;5476
9712;6264
10078;5623
9845;6407
9437;5587
10043;6979
8968;4975
9387;5644
9862;5817
9025;5517
9784;6106
10810;6528
9542;6000
9761;6021
9772;5629
10098;6487
8993;5634
10590;6784
9020;5776
9565;6318
11737;6459
10791;6715
9607;6018
9949;5463
9287;5307
9672;4955
9462;6121
10174;5154
11261;6440
9845;6340
9058;5556
9603;6029
10259;6459
9868;6247
10831;7363
9101;5230
10126;6025
9443;5207
10231;7123
10071;5720
