1570;843
1918;1167
1854;866
1711;919
1689;1003
1803;1013
1854;1031
1568;948
1788;1083
1697;848
1897;893
1805;789
1667;1031
1669;1051
1750;929
1590;1022
1494;998
1529;943
1680;1041
1682;1031
1484;969
1620;895
1856;1030
1743;972
1709;941
1855;824
1824;1036
1589;805
1490;905
1713;1073
1793;857
1583;879
1804;854
1642;932
1714;783
1623;982
1443;870
1839;904
1676;842
1730;991
1766;1051
1481;945
1942;1060
1681;997
1559;913
1615;928
1617;958
2101;981
1626;904
1595;1001
1760;1007
1514;910
1539;831
1978;1108
1872;946
1563;948
1637;934
1883;987
1621;869
1655;821
1631;980
1715;960
1800;945
1691;928
1917;1152
1642;933
1883;810
1560;960
1652;984
1854;1044
1678;926
1971;1105
2045;1138
1740;942
1664;918
1565;896
1911;1190
1512;948
1817;907
1688;782
1641;1020
1548;834
1721;903
1696;894
1631;775
1478;868
1787;971
1729;1022
1414;927
1738;862
1735;986
1809;795
1519;876
1508;883
1600;998
1829;913
1706;898
1633;908
1614;799
1683;1068
